,honorRank,user_id
0,2,3001
1,2,3017
2,2,3046
3,6,3102
4,2,3102
5,6,3102
6,6,3102
7,3,3152
8,1,3152
9,2,3189
10,6,3198
11,2,3434
12,2,3480
13,2,3505
14,2,3509
15,2,3516
16,2,3518
17,6,3518
18,2,3522
19,2,3534
20,2,3535
21,1,3536
22,1,3536
23,2,3540
24,2,3548
25,2,3550
26,2,3555
27,1,3900
28,2,3940
29,1,4091
30,2,4091
31,6,4138
32,6,4138
33,6,4138
34,6,4138
35,2,4228
36,6,4228
37,2,4231
38,6,4233
39,6,4367
